sample	samples	chr8:128220111-128221962:-	cancer type abbreviation
TCGA-KD-A5QU-01	TCGA-KD-A5QU-01	0	SARC
TCGA-KF-A41W-01	TCGA-KF-A41W-01	0	SARC
TCGA-LI-A67I-01	TCGA-LI-A67I-01	0	SARC
TCGA-LI-A9QH-01	TCGA-LI-A9QH-01	0	SARC
TCGA-MB-A5Y8-01	TCGA-MB-A5Y8-01	0	SARC
TCGA-MB-A5YA-01	TCGA-MB-A5YA-01	0	SARC
TCGA-MB-A8JL-01	TCGA-MB-A8JL-01	0	SARC
TCGA-MJ-A68H-01	TCGA-MJ-A68H-01	0	SARC
TCGA-MJ-A68J-01	TCGA-MJ-A68J-01	0	SARC
TCGA-MJ-A850-01	TCGA-MJ-A850-01	0	SARC
TCGA-MO-A47P-01	TCGA-MO-A47P-01	0	SARC
TCGA-MO-A47R-01	TCGA-MO-A47R-01	0	SARC
TCGA-PC-A5DK-01	TCGA-PC-A5DK-01	0	SARC
TCGA-PC-A5DM-01	TCGA-PC-A5DM-01	0	SARC
TCGA-PC-A5DN-01	TCGA-PC-A5DN-01	0	SARC
TCGA-PC-A5DO-01	TCGA-PC-A5DO-01	0	SARC
TCGA-PC-A5DP-01	TCGA-PC-A5DP-01	0	SARC
TCGA-PT-A8TR-01	TCGA-PT-A8TR-01	0	SARC
TCGA-QC-A6FX-01	TCGA-QC-A6FX-01	0	SARC
TCGA-QC-A7B5-01	TCGA-QC-A7B5-01	0	SARC
TCGA-QC-AA9N-01	TCGA-QC-AA9N-01	0	SARC
TCGA-QQ-A5V2-01	TCGA-QQ-A5V2-01	0	SARC
TCGA-QQ-A5V9-01	TCGA-QQ-A5V9-01	0	SARC
TCGA-QQ-A5VA-01	TCGA-QQ-A5VA-01	0	SARC
TCGA-QQ-A5VB-01	TCGA-QQ-A5VB-01	0	SARC
TCGA-QQ-A5VC-01	TCGA-QQ-A5VC-01	0	SARC
TCGA-QQ-A5VD-01	TCGA-QQ-A5VD-01	0	SARC
TCGA-QQ-A8VB-01	TCGA-QQ-A8VB-01	0	SARC
TCGA-QQ-A8VD-01	TCGA-QQ-A8VD-01	0	SARC
TCGA-QQ-A8VG-01	TCGA-QQ-A8VG-01	0	SARC
TCGA-QQ-A8VH-01	TCGA-QQ-A8VH-01	0	SARC
TCGA-RN-AAAQ-01	TCGA-RN-AAAQ-01	0	SARC
TCGA-SG-A6Z4-01	TCGA-SG-A6Z4-01	0	SARC
TCGA-SG-A6Z7-01	TCGA-SG-A6Z7-01	0	SARC
TCGA-SG-A849-01	TCGA-SG-A849-01	0	SARC
TCGA-SI-A71O-01	TCGA-SI-A71O-01	0	SARC
TCGA-SI-A71O-06	TCGA-SI-A71O-06	0	SARC
TCGA-SI-A71Q-01	TCGA-SI-A71Q-01	0	SARC
TCGA-SI-AA8B-01	TCGA-SI-AA8B-01	0	SARC
TCGA-SI-AA8C-01	TCGA-SI-AA8C-01	0	SARC
TCGA-UE-A6QT-01	TCGA-UE-A6QT-01	0	SARC
TCGA-UE-A6QU-01	TCGA-UE-A6QU-01	0	SARC
TCGA-VT-A80G-01	TCGA-VT-A80G-01	0	SARC
TCGA-VT-A80J-01	TCGA-VT-A80J-01	0	SARC
TCGA-VT-A80J-02	TCGA-VT-A80J-02	0	SARC
TCGA-VT-AB3D-01	TCGA-VT-AB3D-01	0	SARC
TCGA-WK-A8XO-01	TCGA-WK-A8XO-01	0	SARC
TCGA-WK-A8XQ-01	TCGA-WK-A8XQ-01	0	SARC
TCGA-WK-A8XS-01	TCGA-WK-A8XS-01	0	SARC
TCGA-WK-A8XT-01	TCGA-WK-A8XT-01	0	SARC
TCGA-WK-A8XX-01	TCGA-WK-A8XX-01	0	SARC
TCGA-WK-A8XY-01	TCGA-WK-A8XY-01	0	SARC
TCGA-WK-A8XZ-01	TCGA-WK-A8XZ-01	0	SARC
TCGA-WK-A8Y0-01	TCGA-WK-A8Y0-01	0	SARC
TCGA-WP-A9GB-01	TCGA-WP-A9GB-01	0	SARC
TCGA-X2-A95T-01	TCGA-X2-A95T-01	0	SARC
TCGA-X6-A7W8-01	TCGA-X6-A7W8-01	0	SARC
TCGA-X6-A7WA-01	TCGA-X6-A7WA-01	0	SARC
TCGA-X6-A7WB-01	TCGA-X6-A7WB-01	0	SARC
TCGA-X6-A7WC-01	TCGA-X6-A7WC-01	0	SARC
TCGA-X6-A7WD-01	TCGA-X6-A7WD-01	0	SARC
TCGA-X6-A8C3-01	TCGA-X6-A8C3-01	0	SARC
TCGA-X6-A8C4-01	TCGA-X6-A8C4-01	0	SARC
TCGA-X6-A8C6-01	TCGA-X6-A8C6-01	0	SARC
TCGA-X6-A8C7-01	TCGA-X6-A8C7-01	0	SARC
TCGA-X9-A971-01	TCGA-X9-A971-01	0	SARC
TCGA-X9-A973-01	TCGA-X9-A973-01	0	SARC
TCGA-Z4-A8JB-01	TCGA-Z4-A8JB-01	0	SARC
TCGA-Z4-AAPF-01	TCGA-Z4-AAPF-01	0	SARC
TCGA-2A-A8VL-01	TCGA-2A-A8VL-01	0	PRAD
TCGA-2A-A8VO-01	TCGA-2A-A8VO-01	0	PRAD
TCGA-2A-A8VT-01	TCGA-2A-A8VT-01	0	PRAD
TCGA-2A-A8VV-01	TCGA-2A-A8VV-01	0	PRAD
TCGA-2A-A8W1-01	TCGA-2A-A8W1-01	0	PRAD
TCGA-2A-A8W3-01	TCGA-2A-A8W3-01	0	PRAD
TCGA-2A-AAYF-01	TCGA-2A-AAYF-01	0	PRAD
TCGA-2A-AAYO-01	TCGA-2A-AAYO-01	0	PRAD
TCGA-2A-AAYU-01	TCGA-2A-AAYU-01	0	PRAD
TCGA-CH-5737-01	TCGA-CH-5737-01	0	PRAD
TCGA-CH-5740-01	TCGA-CH-5740-01	0	PRAD
TCGA-CH-5741-01	TCGA-CH-5741-01	0	PRAD
TCGA-CH-5743-01	TCGA-CH-5743-01	0	PRAD
TCGA-CH-5746-01	TCGA-CH-5746-01	0	PRAD
TCGA-CH-5750-01	TCGA-CH-5750-01	0	PRAD
TCGA-CH-5751-01	TCGA-CH-5751-01	0	PRAD
TCGA-CH-5752-01	TCGA-CH-5752-01	0	PRAD
TCGA-CH-5754-01	TCGA-CH-5754-01	0	PRAD
TCGA-CH-5761-11	TCGA-CH-5761-11	0	PRAD
TCGA-CH-5766-01	TCGA-CH-5766-01	0	PRAD
TCGA-CH-5767-11	TCGA-CH-5767-11	0	PRAD
TCGA-CH-5768-11	TCGA-CH-5768-11	0	PRAD
TCGA-CH-5769-11	TCGA-CH-5769-11	0	PRAD
TCGA-CH-5789-01	TCGA-CH-5789-01	0	PRAD
TCGA-CH-5792-01	TCGA-CH-5792-01	0	PRAD
TCGA-CH-5794-01	TCGA-CH-5794-01	0	PRAD
TCGA-EJ-5495-01	TCGA-EJ-5495-01	0	PRAD
TCGA-EJ-5496-01	TCGA-EJ-5496-01	0	PRAD
TCGA-EJ-5501-01	TCGA-EJ-5501-01	0	PRAD
TCGA-EJ-5506-01	TCGA-EJ-5506-01	0	PRAD
TCGA-EJ-5508-01	TCGA-EJ-5508-01	0	PRAD
TCGA-EJ-5512-01	TCGA-EJ-5512-01	0	PRAD
TCGA-EJ-5514-01	TCGA-EJ-5514-01	0	PRAD
TCGA-EJ-5515-01	TCGA-EJ-5515-01	0	PRAD
TCGA-EJ-5516-01	TCGA-EJ-5516-01	0	PRAD
TCGA-EJ-5518-01	TCGA-EJ-5518-01	0	PRAD
TCGA-EJ-5521-01	TCGA-EJ-5521-01	0	PRAD
TCGA-EJ-5522-01	TCGA-EJ-5522-01	0	PRAD
TCGA-EJ-5524-01	TCGA-EJ-5524-01	0	PRAD
TCGA-EJ-5526-01	TCGA-EJ-5526-01	0	PRAD
TCGA-EJ-5527-01	TCGA-EJ-5527-01	0	PRAD
TCGA-EJ-5531-01	TCGA-EJ-5531-01	0	PRAD
TCGA-EJ-5542-01	TCGA-EJ-5542-01	0	PRAD
TCGA-EJ-7115-01	TCGA-EJ-7115-01	0	PRAD
TCGA-EJ-7123-11	TCGA-EJ-7123-11	0	PRAD
TCGA-EJ-7125-01	TCGA-EJ-7125-01	0	PRAD
TCGA-EJ-7125-11	TCGA-EJ-7125-11	0	PRAD
TCGA-EJ-7312-01	TCGA-EJ-7312-01	0	PRAD
TCGA-EJ-7314-01	TCGA-EJ-7314-01	0	PRAD
TCGA-EJ-7315-01	TCGA-EJ-7315-01	0	PRAD
TCGA-EJ-7315-11	TCGA-EJ-7315-11	0	PRAD
TCGA-EJ-7317-01	TCGA-EJ-7317-01	0	PRAD
TCGA-EJ-7317-11	TCGA-EJ-7317-11	0	PRAD
TCGA-EJ-7318-01	TCGA-EJ-7318-01	0	PRAD
TCGA-EJ-7321-01	TCGA-EJ-7321-01	0	PRAD
TCGA-EJ-7321-11	TCGA-EJ-7321-11	0	PRAD
TCGA-EJ-7325-01	TCGA-EJ-7325-01	0	PRAD
TCGA-EJ-7327-11	TCGA-EJ-7327-11	0	PRAD
TCGA-EJ-7328-11	TCGA-EJ-7328-11	0	PRAD
TCGA-EJ-7330-11	TCGA-EJ-7330-11	0	PRAD
TCGA-EJ-7331-11	TCGA-EJ-7331-11	0	PRAD
TCGA-EJ-7781-11	TCGA-EJ-7781-11	0	PRAD
TCGA-EJ-7782-11	TCGA-EJ-7782-11	0	PRAD
TCGA-EJ-7783-11	TCGA-EJ-7783-11	0	PRAD
TCGA-EJ-7784-11	TCGA-EJ-7784-11	0	PRAD
TCGA-EJ-7786-01	TCGA-EJ-7786-01	0	PRAD
TCGA-EJ-7786-11	TCGA-EJ-7786-11	0	PRAD
TCGA-EJ-7789-01	TCGA-EJ-7789-01	0	PRAD
TCGA-EJ-7792-01	TCGA-EJ-7792-01	0	PRAD
TCGA-EJ-7792-11	TCGA-EJ-7792-11	0	PRAD
TCGA-EJ-7793-01	TCGA-EJ-7793-01	0	PRAD
TCGA-EJ-7793-11	TCGA-EJ-7793-11	0	PRAD
TCGA-EJ-7794-01	TCGA-EJ-7794-01	0	PRAD
TCGA-EJ-7794-11	TCGA-EJ-7794-11	0	PRAD
TCGA-EJ-7797-01	TCGA-EJ-7797-01	0	PRAD
TCGA-EJ-7797-11	TCGA-EJ-7797-11	0	PRAD
TCGA-EJ-8468-01	TCGA-EJ-8468-01	0	PRAD
TCGA-EJ-8470-01	TCGA-EJ-8470-01	0	PRAD
TCGA-EJ-8472-01	TCGA-EJ-8472-01	0	PRAD
TCGA-EJ-8474-01	TCGA-EJ-8474-01	0	PRAD
TCGA-EJ-A46B-01	TCGA-EJ-A46B-01	0	PRAD
TCGA-EJ-A46D-01	TCGA-EJ-A46D-01	0	PRAD
TCGA-EJ-A46E-01	TCGA-EJ-A46E-01	0	PRAD
TCGA-EJ-A46I-01	TCGA-EJ-A46I-01	0	PRAD
TCGA-EJ-A65B-01	TCGA-EJ-A65B-01	0	PRAD
TCGA-EJ-A65D-01	TCGA-EJ-A65D-01	0	PRAD
TCGA-EJ-A65F-01	TCGA-EJ-A65F-01	0	PRAD
TCGA-EJ-A65G-01	TCGA-EJ-A65G-01	0	PRAD
TCGA-EJ-A65J-01	TCGA-EJ-A65J-01	0	PRAD
TCGA-EJ-A65M-01	TCGA-EJ-A65M-01	0	PRAD
TCGA-EJ-A7NF-01	TCGA-EJ-A7NF-01	0	PRAD
TCGA-EJ-A7NG-01	TCGA-EJ-A7NG-01	0	PRAD
TCGA-EJ-A7NJ-01	TCGA-EJ-A7NJ-01	0	PRAD
TCGA-EJ-A7NN-01	TCGA-EJ-A7NN-01	0	PRAD
TCGA-EJ-A8FN-01	TCGA-EJ-A8FN-01	0	PRAD
TCGA-EJ-A8FO-11	TCGA-EJ-A8FO-11	0	PRAD
TCGA-EJ-A8FP-01	TCGA-EJ-A8FP-01	0	PRAD
TCGA-EJ-A8FS-01	TCGA-EJ-A8FS-01	0	PRAD
TCGA-EJ-A8FU-01	TCGA-EJ-A8FU-01	0	PRAD
TCGA-EJ-AB20-01	TCGA-EJ-AB20-01	0	PRAD
TCGA-FC-7961-01	TCGA-FC-7961-01	0	PRAD
TCGA-FC-A4JI-01	TCGA-FC-A4JI-01	0	PRAD
TCGA-FC-A5OB-01	TCGA-FC-A5OB-01	0	PRAD
TCGA-FC-A66V-01	TCGA-FC-A66V-01	0	PRAD
TCGA-FC-A6HD-01	TCGA-FC-A6HD-01	0	PRAD
TCGA-FC-A8O0-01	TCGA-FC-A8O0-01	0	PRAD
TCGA-G9-6329-01	TCGA-G9-6329-01	0	PRAD
TCGA-G9-6332-01	TCGA-G9-6332-01	0	PRAD
TCGA-G9-6333-01	TCGA-G9-6333-01	0	PRAD
TCGA-G9-6333-11	TCGA-G9-6333-11	0	PRAD
TCGA-G9-6336-01	TCGA-G9-6336-01	0	PRAD
TCGA-G9-6342-01	TCGA-G9-6342-01	0	PRAD
TCGA-G9-6342-11	TCGA-G9-6342-11	0	PRAD
TCGA-G9-6343-01	TCGA-G9-6343-01	0	PRAD
TCGA-G9-6347-01	TCGA-G9-6347-01	0	PRAD
TCGA-G9-6348-01	TCGA-G9-6348-01	0	PRAD
TCGA-G9-6348-11	TCGA-G9-6348-11	0	PRAD
TCGA-G9-6351-01	TCGA-G9-6351-01	0	PRAD
TCGA-G9-6351-11	TCGA-G9-6351-11	0	PRAD
TCGA-G9-6353-01	TCGA-G9-6353-01	0	PRAD
TCGA-G9-6356-01	TCGA-G9-6356-01	0	PRAD
TCGA-G9-6362-01	TCGA-G9-6362-01	0	PRAD
TCGA-G9-6362-11	TCGA-G9-6362-11	0	PRAD
TCGA-G9-6363-01	TCGA-G9-6363-01	0	PRAD
TCGA-G9-6363-11	TCGA-G9-6363-11	0	PRAD
TCGA-G9-6366-01	TCGA-G9-6366-01	0	PRAD
TCGA-G9-6367-01	TCGA-G9-6367-01	0	PRAD
TCGA-G9-6369-01	TCGA-G9-6369-01	0	PRAD
TCGA-G9-6370-01	TCGA-G9-6370-01	0	PRAD
TCGA-G9-6371-01	TCGA-G9-6371-01	0	PRAD
TCGA-G9-6373-01	TCGA-G9-6373-01	0	PRAD
TCGA-G9-6377-01	TCGA-G9-6377-01	0	PRAD
TCGA-G9-6384-01	TCGA-G9-6384-01	0	PRAD
TCGA-G9-6384-11	TCGA-G9-6384-11	0	PRAD
TCGA-G9-6494-01	TCGA-G9-6494-01	0	PRAD
TCGA-G9-6496-11	TCGA-G9-6496-11	0	PRAD
TCGA-G9-6498-01	TCGA-G9-6498-01	0	PRAD
TCGA-G9-6499-01	TCGA-G9-6499-01	0	PRAD
TCGA-G9-6499-11	TCGA-G9-6499-11	0	PRAD
TCGA-G9-7509-01	TCGA-G9-7509-01	0	PRAD
TCGA-G9-7519-01	TCGA-G9-7519-01	0	PRAD
TCGA-G9-7521-01	TCGA-G9-7521-01	0	PRAD
TCGA-G9-7522-01	TCGA-G9-7522-01	0	PRAD
TCGA-G9-7523-01	TCGA-G9-7523-01	0	PRAD
TCGA-G9-7525-01	TCGA-G9-7525-01	0	PRAD
TCGA-G9-A9S0-01	TCGA-G9-A9S0-01	0	PRAD
TCGA-G9-A9S7-01	TCGA-G9-A9S7-01	0	PRAD
TCGA-H9-7775-01	TCGA-H9-7775-01	0	PRAD
TCGA-H9-A6BX-01	TCGA-H9-A6BX-01	0	PRAD
TCGA-HC-7077-01	TCGA-HC-7077-01	0	PRAD
TCGA-HC-7079-01	TCGA-HC-7079-01	0	PRAD
TCGA-HC-7080-01	TCGA-HC-7080-01	0	PRAD
TCGA-HC-7081-01	TCGA-HC-7081-01	0	PRAD
TCGA-HC-7210-01	TCGA-HC-7210-01	0	PRAD
TCGA-HC-7211-11	TCGA-HC-7211-11	0	PRAD
TCGA-HC-7213-01	TCGA-HC-7213-01	0	PRAD
TCGA-HC-7231-01	TCGA-HC-7231-01	0	PRAD
TCGA-HC-7232-01	TCGA-HC-7232-01	0	PRAD
TCGA-HC-7233-01	TCGA-HC-7233-01	0	PRAD
TCGA-HC-7737-01	TCGA-HC-7737-01	0	PRAD
TCGA-HC-7737-11	TCGA-HC-7737-11	0	PRAD
TCGA-HC-7738-01	TCGA-HC-7738-01	0	PRAD
TCGA-HC-7738-11	TCGA-HC-7738-11	0	PRAD
TCGA-HC-7740-01	TCGA-HC-7740-01	0	PRAD
TCGA-HC-7740-11	TCGA-HC-7740-11	0	PRAD
TCGA-HC-7742-01	TCGA-HC-7742-01	0	PRAD
TCGA-HC-7742-11	TCGA-HC-7742-11	0	PRAD
TCGA-HC-7745-01	TCGA-HC-7745-01	0	PRAD
TCGA-HC-7745-11	TCGA-HC-7745-11	0	PRAD
TCGA-HC-7747-01	TCGA-HC-7747-01	0	PRAD
TCGA-HC-7747-11	TCGA-HC-7747-11	0	PRAD
TCGA-HC-7749-01	TCGA-HC-7749-01	0	PRAD
TCGA-HC-7750-01	TCGA-HC-7750-01	0	PRAD
TCGA-HC-7752-01	TCGA-HC-7752-01	0	PRAD
TCGA-HC-7752-11	TCGA-HC-7752-11	0	PRAD
TCGA-HC-7817-01	TCGA-HC-7817-01	0	PRAD
TCGA-HC-7818-01	TCGA-HC-7818-01	0	PRAD
TCGA-HC-7819-11	TCGA-HC-7819-11	0	PRAD
TCGA-HC-7821-01	TCGA-HC-7821-01	0	PRAD
TCGA-HC-8213-01	TCGA-HC-8213-01	0	PRAD
TCGA-HC-8216-01	TCGA-HC-8216-01	0	PRAD
TCGA-HC-8257-01	TCGA-HC-8257-01	0	PRAD
TCGA-HC-8258-01	TCGA-HC-8258-01	0	PRAD
TCGA-HC-8258-11	TCGA-HC-8258-11	0	PRAD
TCGA-HC-8260-01	TCGA-HC-8260-01	0	PRAD
TCGA-HC-8260-11	TCGA-HC-8260-11	0	PRAD
TCGA-HC-8261-01	TCGA-HC-8261-01	0	PRAD
TCGA-HC-8264-01	TCGA-HC-8264-01	0	PRAD
TCGA-HC-8266-01	TCGA-HC-8266-01	0	PRAD
TCGA-HC-A4ZV-01	TCGA-HC-A4ZV-01	0	PRAD
TCGA-HC-A631-01	TCGA-HC-A631-01	0	PRAD
TCGA-HC-A632-01	TCGA-HC-A632-01	0	PRAD
TCGA-HC-A6AN-01	TCGA-HC-A6AN-01	0	PRAD
TCGA-HC-A6AO-01	TCGA-HC-A6AO-01	0	PRAD
TCGA-HC-A6AP-01	TCGA-HC-A6AP-01	0	PRAD
TCGA-HC-A6AQ-01	TCGA-HC-A6AQ-01	0	PRAD
TCGA-HC-A6AS-01	TCGA-HC-A6AS-01	0	PRAD
TCGA-HC-A6HX-01	TCGA-HC-A6HX-01	0	PRAD
TCGA-HC-A6HY-01	TCGA-HC-A6HY-01	0	PRAD
TCGA-HC-A76W-01	TCGA-HC-A76W-01	0	PRAD
TCGA-HC-A8CY-01	TCGA-HC-A8CY-01	0	PRAD
TCGA-HC-A8D0-01	TCGA-HC-A8D0-01	0	PRAD
TCGA-HC-A8D1-01	TCGA-HC-A8D1-01	0	PRAD
TCGA-HI-7168-01	TCGA-HI-7168-01	0	PRAD
TCGA-HI-7169-01	TCGA-HI-7169-01	0	PRAD
TCGA-HI-7170-01	TCGA-HI-7170-01	0	PRAD
TCGA-J4-8198-01	TCGA-J4-8198-01	0	PRAD
TCGA-J4-A67K-01	TCGA-J4-A67K-01	0	PRAD
TCGA-J4-A67L-01	TCGA-J4-A67L-01	0	PRAD
TCGA-J4-A67N-01	TCGA-J4-A67N-01	0	PRAD
TCGA-J4-A67O-01	TCGA-J4-A67O-01	0	PRAD
TCGA-J4-A67R-01	TCGA-J4-A67R-01	0	PRAD
TCGA-J4-A67S-01	TCGA-J4-A67S-01	0	PRAD
TCGA-J4-A67T-01	TCGA-J4-A67T-01	0	PRAD
TCGA-J4-A6G1-01	TCGA-J4-A6G1-01	0	PRAD
TCGA-J4-A6G3-01	TCGA-J4-A6G3-01	0	PRAD
TCGA-J4-A6M7-01	TCGA-J4-A6M7-01	0	PRAD
TCGA-J4-A83I-01	TCGA-J4-A83I-01	0	PRAD
TCGA-J4-A83J-11	TCGA-J4-A83J-11	0	PRAD
TCGA-J4-A83K-01	TCGA-J4-A83K-01	0	PRAD
TCGA-J4-A83L-01	TCGA-J4-A83L-01	0	PRAD
TCGA-J4-A83N-01	TCGA-J4-A83N-01	0	PRAD
TCGA-J4-AATV-01	TCGA-J4-AATV-01	0	PRAD
TCGA-J4-AATZ-01	TCGA-J4-AATZ-01	0	PRAD
TCGA-J9-A52C-01	TCGA-J9-A52C-01	0	PRAD
TCGA-J9-A52D-01	TCGA-J9-A52D-01	0	PRAD
TCGA-J9-A52E-01	TCGA-J9-A52E-01	0	PRAD
TCGA-J9-A8CK-01	TCGA-J9-A8CK-01	0	PRAD
TCGA-J9-A8CL-01	TCGA-J9-A8CL-01	0	PRAD
TCGA-J9-A8CM-01	TCGA-J9-A8CM-01	0	PRAD
TCGA-J9-A8CN-01	TCGA-J9-A8CN-01	0	PRAD
TCGA-J9-A8CP-01	TCGA-J9-A8CP-01	0	PRAD
TCGA-KC-A4BL-01	TCGA-KC-A4BL-01	0	PRAD
TCGA-KC-A4BN-01	TCGA-KC-A4BN-01	0	PRAD
TCGA-KC-A4BV-01	TCGA-KC-A4BV-01	0	PRAD
TCGA-KC-A7F3-01	TCGA-KC-A7F3-01	0	PRAD
TCGA-KC-A7F5-01	TCGA-KC-A7F5-01	0	PRAD
TCGA-KC-A7FA-01	TCGA-KC-A7FA-01	0	PRAD
TCGA-KC-A7FE-01	TCGA-KC-A7FE-01	0	PRAD
TCGA-KK-A59V-01	TCGA-KK-A59V-01	0	PRAD
TCGA-KK-A59X-01	TCGA-KK-A59X-01	0	PRAD
TCGA-KK-A59Y-01	TCGA-KK-A59Y-01	0	PRAD
TCGA-KK-A59Z-01	TCGA-KK-A59Z-01	0	PRAD
TCGA-KK-A5A1-01	TCGA-KK-A5A1-01	0	PRAD
TCGA-KK-A6DY-01	TCGA-KK-A6DY-01	0	PRAD
TCGA-KK-A6E0-01	TCGA-KK-A6E0-01	0	PRAD
TCGA-KK-A6E1-01	TCGA-KK-A6E1-01	0	PRAD
TCGA-KK-A6E2-01	TCGA-KK-A6E2-01	0	PRAD
TCGA-KK-A6E3-01	TCGA-KK-A6E3-01	0	PRAD
TCGA-KK-A6E4-01	TCGA-KK-A6E4-01	0	PRAD
TCGA-KK-A6E5-01	TCGA-KK-A6E5-01	0	PRAD
TCGA-KK-A7AP-01	TCGA-KK-A7AP-01	0	PRAD
TCGA-KK-A7AU-01	TCGA-KK-A7AU-01	0	PRAD
TCGA-KK-A7AV-01	TCGA-KK-A7AV-01	0	PRAD
TCGA-KK-A7AY-01	TCGA-KK-A7AY-01	0	PRAD
TCGA-KK-A7B0-01	TCGA-KK-A7B0-01	0	PRAD
TCGA-KK-A7B3-01	TCGA-KK-A7B3-01	0	PRAD
TCGA-KK-A7B4-01	TCGA-KK-A7B4-01	0	PRAD
TCGA-KK-A8I5-01	TCGA-KK-A8I5-01	0	PRAD
TCGA-KK-A8I7-01	TCGA-KK-A8I7-01	0	PRAD
TCGA-KK-A8I9-01	TCGA-KK-A8I9-01	0	PRAD
TCGA-KK-A8IA-01	TCGA-KK-A8IA-01	0	PRAD
TCGA-KK-A8IB-01	TCGA-KK-A8IB-01	0	PRAD
TCGA-KK-A8IC-01	TCGA-KK-A8IC-01	0	PRAD
TCGA-KK-A8ID-01	TCGA-KK-A8ID-01	0	PRAD
TCGA-KK-A8IF-01	TCGA-KK-A8IF-01	0	PRAD
TCGA-KK-A8IG-01	TCGA-KK-A8IG-01	0	PRAD
TCGA-KK-A8IH-01	TCGA-KK-A8IH-01	0	PRAD
TCGA-KK-A8IK-01	TCGA-KK-A8IK-01	0	PRAD
TCGA-KK-A8IL-01	TCGA-KK-A8IL-01	0	PRAD
TCGA-KK-A8IM-01	TCGA-KK-A8IM-01	0	PRAD
TCGA-M7-A71Y-01	TCGA-M7-A71Y-01	0	PRAD
TCGA-M7-A720-01	TCGA-M7-A720-01	0	PRAD
TCGA-M7-A721-01	TCGA-M7-A721-01	0	PRAD
TCGA-M7-A722-01	TCGA-M7-A722-01	0	PRAD
TCGA-M7-A723-01	TCGA-M7-A723-01	0	PRAD
TCGA-M7-A724-01	TCGA-M7-A724-01	0	PRAD
TCGA-QU-A6IN-01	TCGA-QU-A6IN-01	0	PRAD
TCGA-SU-A7E7-01	TCGA-SU-A7E7-01	0	PRAD
TCGA-TP-A8TT-01	TCGA-TP-A8TT-01	0	PRAD
TCGA-TP-A8TV-01	TCGA-TP-A8TV-01	0	PRAD
TCGA-V1-A8MF-01	TCGA-V1-A8MF-01	0	PRAD
TCGA-V1-A8MG-01	TCGA-V1-A8MG-01	0	PRAD
TCGA-V1-A8MJ-01	TCGA-V1-A8MJ-01	0	PRAD
TCGA-V1-A8MK-01	TCGA-V1-A8MK-01	0	PRAD
TCGA-V1-A8ML-01	TCGA-V1-A8ML-01	0	PRAD
TCGA-V1-A8MM-01	TCGA-V1-A8MM-01	0	PRAD
TCGA-V1-A8MU-01	TCGA-V1-A8MU-01	0	PRAD
TCGA-V1-A8WL-01	TCGA-V1-A8WL-01	0	PRAD
TCGA-V1-A8WN-01	TCGA-V1-A8WN-01	0	PRAD
TCGA-V1-A8WS-01	TCGA-V1-A8WS-01	0	PRAD
TCGA-V1-A8WW-01	TCGA-V1-A8WW-01	0	PRAD
TCGA-V1-A8X3-01	TCGA-V1-A8X3-01	0	PRAD
TCGA-V1-A9O9-01	TCGA-V1-A9O9-01	0	PRAD
TCGA-V1-A9OA-01	TCGA-V1-A9OA-01	0	PRAD
TCGA-V1-A9OQ-01	TCGA-V1-A9OQ-01	0	PRAD
TCGA-V1-A9OT-01	TCGA-V1-A9OT-01	0	PRAD
TCGA-V1-A9OX-01	TCGA-V1-A9OX-01	0	PRAD
TCGA-V1-A9OY-01	TCGA-V1-A9OY-01	0	PRAD
TCGA-V1-A9Z7-01	TCGA-V1-A9Z7-01	0	PRAD
TCGA-V1-A9Z8-01	TCGA-V1-A9Z8-01	0	PRAD
TCGA-V1-A9ZI-01	TCGA-V1-A9ZI-01	0	PRAD
TCGA-V1-A9ZK-01	TCGA-V1-A9ZK-01	0	PRAD
TCGA-V1-A9ZR-01	TCGA-V1-A9ZR-01	0	PRAD
TCGA-VN-A88K-01	TCGA-VN-A88K-01	0	PRAD
TCGA-VN-A88M-01	TCGA-VN-A88M-01	0	PRAD
TCGA-VN-A88N-01	TCGA-VN-A88N-01	0	PRAD
TCGA-VN-A88O-01	TCGA-VN-A88O-01	0	PRAD
TCGA-VN-A88P-01	TCGA-VN-A88P-01	0	PRAD
TCGA-VN-A88Q-01	TCGA-VN-A88Q-01	0	PRAD
TCGA-VN-A88R-01	TCGA-VN-A88R-01	0	PRAD
TCGA-VN-A943-01	TCGA-VN-A943-01	0	PRAD
TCGA-VP-A872-01	TCGA-VP-A872-01	0	PRAD
TCGA-VP-A876-01	TCGA-VP-A876-01	0	PRAD
TCGA-VP-A879-01	TCGA-VP-A879-01	0	PRAD
TCGA-VP-A87C-01	TCGA-VP-A87C-01	0	PRAD
TCGA-VP-A87J-01	TCGA-VP-A87J-01	0	PRAD
TCGA-VP-AA1N-01	TCGA-VP-AA1N-01	0	PRAD
TCGA-X4-A8KQ-01	TCGA-X4-A8KQ-01	0	PRAD
TCGA-X4-A8KS-01	TCGA-X4-A8KS-01	0	PRAD
TCGA-XA-A8JR-01	TCGA-XA-A8JR-01	0	PRAD
TCGA-XJ-A83H-01	TCGA-XJ-A83H-01	0	PRAD
TCGA-XJ-A9DK-01	TCGA-XJ-A9DK-01	0	PRAD
TCGA-XJ-A9DQ-01	TCGA-XJ-A9DQ-01	0	PRAD
TCGA-XK-AAIV-01	TCGA-XK-AAIV-01	0	PRAD
